agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,data_type_cd,parm_cd,stat_cd,begin_date,end_date,count_nu,state_cd,drain_area_va,cbsa_geoid,cbsa_name
USGS,01439500,"Bush Kill at Shoemakers, PA",41.08815078,-75.03767469,02040104,dv,00060,00003,1908-10-01,2020-06-21,40807,42,117,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01440000,Flat Brook near Flatbrookville NJ,41.1061111,-74.9525,02040104,dv,00060,00003,1923-10-01,2020-06-21,35329,34,64,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01443500,Paulins Kill at Blairstown NJ,40.9808333,-74.9533333,02040105,dv,00060,00003,1921-10-01,2020-06-21,35758,34,126,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01445000,Pequest River at Huntsville NJ,40.9808333,-74.77638889,02040105,dv,00060,00003,1939-10-01,2020-06-21,14875,34,31,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01445500,Pequest River at Pequest NJ,40.83055556,-74.97777778,02040105,dv,00060,00003,1921-10-01,2020-06-21,36059,34,106,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01446000,Beaver Brook near Belvidere NJ,40.8433333,-75.04638889,02040105,dv,00060,00003,1922-10-01,2020-06-21,20470,34,36.7,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01446500,Delaware River at Belvidere NJ,40.82638889,-75.0825,02040105,dv,00060,00003,1922-10-01,2020-06-21,35694,34,4535,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01447500,"Lehigh River at Stoddartsville, PA",41.1303626,-75.625467,02040106,dv,00060,00003,1943-10-01,2020-06-21,28024,42,91.7,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01450500,"Aquashicola Creek at Palmerton, PA",40.8062047,-75.5979643,02040106,dv,00060,00003,1939-10-01,2020-06-21,29485,42,76.7,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01451000,"Lehigh River at Walnutport, PA",40.7570395,-75.60296388,02040106,dv,00060,00003,1946-10-01,2020-06-21,26928,42,889,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01451500,"Little Lehigh Creek near Allentown, PA",40.5823197,-75.48296088,02040106,dv,00060,00003,1945-10-01,2020-06-21,27293,42,80.8,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01452000,"Jordan Creek at Allentown, PA",40.62315267,-75.4824053,02040106,dv,00060,00003,1944-10-01,2020-06-21,27658,42,75.8,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01452500,"Monocacy Creek at Bethlehem, PA",40.6412091,-75.37934709,02040106,dv,00060,00003,1948-10-01,2020-06-21,26197,42,44.5,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01453000,"Lehigh River at Bethlehem, PA",40.6153761,-75.3787914,02040106,dv,00060,00003,1902-10-01,2020-06-21,41172,42,1279,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01457000,Musconetcong River near Bloomsbury NJ,40.6722222,-75.0608333,02040105,dv,00060,00003,1903-10-01,2020-06-21,37337,34,141,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01459500,"Tohickon Creek near Pipersville, PA",40.4337151,-75.1165609,02040105,dv,00060,00003,1935-10-01,2020-06-21,30945,42,97.4,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01469500,"Little Schuylkill River at Tamaqua, PA",40.80703327,-75.97187089,02040203,dv,00060,00003,1919-10-01,2020-06-21,36790,42,42.9,10900,"Allentown-Bethlehem-Easton, PA-NJ"
USGS,01556000,"Frankstown Br Juniata River at Williamsburg, PA",40.4631283,-78.199732,02050302,dv,00060,00003,1916-10-01,2020-06-21,37885,42,291,11020,"Altoona, PA"
USGS,01557500,"Bald Eagle Creek at Tyrone, PA",40.6836733,-78.23362439,02050302,dv,00060,00003,1944-10-01,2020-06-21,27658,42,44.1,11020,"Altoona, PA"
USGS,01558000,"Little Juniata River at Spruce Creek, PA",40.61256655,-78.1405645,02050302,dv,00060,00003,1938-10-01,2020-06-21,29850,42,220,11020,"Altoona, PA"
USGS,07227500,"Canadian Rv nr Amarillo, TX",35.4703261,-101.879628,11090105,dv,00060,00003,1938-04-01,2020-06-21,30033,48,19445,11100,"Amarillo, TX"
USGS,07295500,"Tierra Blanca Ck abv Buffalo Lk nr Umbarger, TX",34.84867146,-102.1760295,11120101,dv,00060,00003,1939-12-01,2020-06-21,14050,48,1660,11100,"Amarillo, TX"
USGS,05470000,"South Skunk River near Ames, IA",42.0665132,-93.6201343,07080105,dv,00060,00003,1920-07-28,2020-06-21,33743,19,315,11180,"Ames, IA"
USGS,05470500,"Squaw Creek at Ames, IA",42.02304157,-93.6304962,07080105,dv,00060,00003,1919-05-24,2020-06-21,23169,19,204,11180,"Ames, IA"
USGS,15276000,SHIP C NR ANCHORAGE AK,61.22500619,-149.6372008,19020401,dv,00060,00003,1946-10-01,2020-06-21,26927,02,89.6,11260,"Anchorage, AK"
USGS,15284000,MATANUSKA R AT PALMER AK,61.6086312,-149.0730432,19020402,dv,00060,00003,1949-04-21,2020-06-21,17150,02,2060,11260,"Anchorage, AK"
USGS,15290000,L SUSITNA R NR PALMER AK,61.7097433,-149.231938,19020505,dv,00060,00003,1948-07-01,2020-06-21,24404,02,62,11260,"Anchorage, AK"
USGS,15292000,SUSITNA R AT GOLD CREEK AK,62.7672899,-149.6933794,19020501,dv,00060,00003,1949-08-01,2020-06-21,24026,02,6130,11260,"Anchorage, AK"
USGS,04174500,"HURON RIVER AT ANN ARBOR, MI",42.28698238,-83.733829600000007,04090005,dv,00060,00003,1914-01-01,2020-06-21,38584,26,729,11460,"Ann Arbor, MI"
USGS,03441000,"DAVIDSON RIVER NEAR BREVARD, NC",35.27305556,-82.7058333,06010105,dv,00060,00003,1920-10-01,2020-06-21,35392,37,40.4,11700,"Asheville, NC"
USGS,03443000,"FRENCH BROAD RIVER AT BLANTYRE, NC",35.29916667,-82.62388889,06010105,dv,00060,00003,1920-10-01,2020-06-21,36424,37,296,11700,"Asheville, NC"
USGS,03446000,"MILLS RIVER NEAR MILLS RIVER, NC",35.39805556,-82.595,06010105,dv,00060,00003,1924-10-01,2020-06-21,32223,37,66.7,11700,"Asheville, NC"
USGS,03450000,"BEETREE CREEK NEAR SWANNANOA, NC",35.65305556,-82.4052778,06010105,dv,00060,00003,1926-03-01,2020-06-21,31568,37,5.46,11700,"Asheville, NC"
USGS,03451000,"SWANNANOA RIVER AT BILTMORE, NC",35.5683333,-82.5447222,06010105,dv,00060,00003,1920-10-01,2020-06-21,33623,37,130,11700,"Asheville, NC"
USGS,03451500,"FRENCH BROAD RIVER AT ASHEVILLE, NC",35.60888889,-82.5780556,06010105,dv,00060,00003,1895-10-01,2020-06-21,45555,37,945,11700,"Asheville, NC"
USGS,03453000,"IVY RIVER NEAR MARSHALL, NC",35.7697222,-82.6208333,06010105,dv,00060,00003,1934-04-01,2020-06-21,23920,37,158,11700,"Asheville, NC"
USGS,03453500,"FRENCH BROAD RIVER AT MARSHALL, NC",35.78638889,-82.6608333,06010105,dv,00060,00003,1942-10-01,2020-06-21,28389,37,1332,11700,"Asheville, NC"
USGS,03454500,"FRENCH BROAD RIVER AT HOT SPRINGS, NC",35.88991667,-82.821,06010105,dv,00060,00003,1934-04-01,2020-06-21,8906,37,1567,11700,"Asheville, NC"
USGS,03455000,"FRENCH BROAD RIVER NEAR NEWPORT, TN",35.98151389,-83.1612083,06010105,dv,00060,00003,1900-11-01,2020-06-21,37486,47,1858,11700,"Asheville, NC"
USGS,03456991,"PIGEON RIVER NEAR CANTON, NC",35.52194444,-82.8480556,06010106,dv,00060,00003,1928-10-01,2020-06-21,32768,37,130,11700,"Asheville, NC"
USGS,03459500,"PIGEON RIVER NEAR HEPCO, NC",35.635,-82.99,06010106,dv,00060,00003,1927-08-01,2020-06-21,33926,37,350,11700,"Asheville, NC"
USGS,03460000,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",35.6672222,-83.0727778,06010106,dv,00060,00003,1934-04-01,2020-06-21,27841,37,49.2,11700,"Asheville, NC"
USGS,03461500,"PIGEON RIVER AT NEWPORT, TN",35.96065267,-83.1743237,06010106,dv,00060,00003,1900-12-01,2020-06-21,30936,47,666,11700,"Asheville, NC"
USGS,03466500,"NOLICHUCKY RIVER BELOW NOLICHUCKY DAM, TN",36.06562706,-82.86644949,06010108,dv,00060,00003,1903-06-01,2020-06-21,17618,47,1184,11700,"Asheville, NC"
USGS,02191300,"BROAD RIVER ABOVE CARLTON, GA",34.0733333,-83.0033333,03060104,dv,00060,00003,1897-07-01,2020-06-21,13962,13,760,12020,"Athens-Clarke County, GA"
USGS,02217500,"MIDDLE OCONEE RIVER NEAR ATHENS, GA",33.94666667,-83.4227778,03070101,dv,00060,00003,1901-10-01,2020-06-21,31918,13,398,12020,"Athens-Clarke County, GA"
USGS,02219000,"APALACHEE RIVER NEAR BOSTWICK, GA",33.78817637,-83.4740513,03070101,dv,00060,00003,1944-07-01,2020-06-21,17771,13,176,12020,"Athens-Clarke County, GA"
USGS,02206500,"YELLOW RIVER NEAR SNELLVILLE, GA",33.85305556,-84.0783333,03070103,dv,00060,00003,1942-10-01,2020-06-21,16985,13,136,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02209000,"ALCOVY RIVER BELOW COVINGTON, GA",33.5059506,-83.8249037,03070103,dv,00060,00003,1928-10-01,2020-06-21,7186,13,244,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02210500,"OCMULGEE RIVER NEAR JACKSON, GA",33.3126111,-83.8373611,03070103,dv,00060,00003,1906-05-18,2020-06-21,25878,13,1420,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02217500,"MIDDLE OCONEE RIVER NEAR ATHENS, GA",33.94666667,-83.4227778,03070101,dv,00060,00003,1901-10-01,2020-06-21,31918,13,398,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02219000,"APALACHEE RIVER NEAR BOSTWICK, GA",33.78817637,-83.4740513,03070101,dv,00060,00003,1944-07-01,2020-06-21,17771,13,176,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA",34.57704154,-83.6357316,03130001,dv,00060,00003,1940-02-21,2020-06-21,15826,13,150,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02333500,"CHESTATEE RIVER NEAR DAHLONEGA, GA",34.52805556,-83.9397222,03130001,dv,00060,00003,1929-07-08,2020-06-21,30240,13,153,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",34.15694444,-84.07888889,03130001,dv,00060,00003,1942-01-27,2020-06-21,28636,13,1040,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",33.9972222,-84.2019444,03130001,dv,00060,00003,1903-01-01,2020-06-21,39253,13,1170,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",33.9972222,-84.2019444,03130001,qw,00060,NA,1941-08-22,2020-06-18,1859,13,1170,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02336000,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",33.85916667,-84.4544444,03130001,dv,00060,00003,1928-08-01,2020-06-21,31828,13,1450,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02336000,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",33.85916667,-84.4544444,03130001,qw,00060,NA,1937-05-01,2020-06-18,1860,13,1450,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02337000,"SWEETWATER CREEK NEAR AUSTELL, GA",33.77660678,-84.6155445,03130002,dv,00060,00003,1904-05-18,2020-06-21,30999,13,238,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",33.4770577,-84.9007722,03130002,dv,00060,00003,1938-10-01,2020-06-21,26013,13,2430,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02338000,"CHATTAHOOCHEE RIVER NEAR WHITESBURG, GA",33.4770577,-84.9007722,03130002,qw,00060,NA,1941-05-19,2020-06-09,74,13,2430,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02338500,"CHATTAHOOCHEE RIVER AT GA 100, AT FRANKLIN, GA",33.2779722,-85.1009167,03130002,dv,00060,00003,1928-06-01,2020-06-21,8275,13,2680,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02339500,"CHATTAHOOCHEE RIVER AT WEST POINT, GA",32.88663889,-85.1815833,03130002,dv,00060,00003,1896-08-01,2020-06-21,45249,13,3550,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02344500,"FLINT RIVER NEAR GRIFFIN, GA",33.24416667,-84.4291667,03130005,dv,00060,00003,1937-03-01,2020-06-21,30429,13,272,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02382500,"COOSAWATTEE RIVER AT CARTERS, GA",34.60369697,-84.6954905,03150102,dv,00060,00003,1896-09-01,2020-06-21,26944,13,521,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02383500,"COOSAWATTEE RIVER NEAR PINE CHAPEL, GA",34.56416667,-84.8330556,03150102,dv,00060,00003,1938-11-11,2020-06-21,29808,13,831,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02387500,"OOSTANAULA RIVER AT RESACA, GA",34.5771111,-84.9418528,03150103,dv,00060,00003,1892-11-01,2020-06-21,46617,13,1602,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02388500,"OOSTANAULA RIVER NEAR ROME, GA",34.29842576,-85.138005,03150103,dv,00060,00003,1939-10-01,2020-06-21,29485,13,2115,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02390000,"AMICALOLA CREEK NEAR DAWSONVILLE, GA.",34.42564847,-84.2118618,03150104,dv,00060,00003,1939-04-01,2020-06-21,10193,13,89,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02392000,"ETOWAH RIVER AT CANTON, GA",34.23992866,-84.4946733,03150104,dv,00060,00003,1896-10-01,2020-06-21,33865,13,613,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02394000,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",34.1629722,-84.7410833,03150104,dv,00060,00003,1938-09-01,2020-06-21,29880,13,1122,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02395000,"ETOWAH RIVER NEAR KINGSTON,GA",34.20930556,-84.97875,03150104,dv,00060,00003,1928-07-18,2020-06-21,27116,13,1634,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02395980,"ETOWAH RIVER AT GA 1 LOOP, NEAR ROME, GA",34.2321111,-85.1169444,03150104,dv,00060,00003,1904-08-01,2020-06-21,36022,13,1801,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02397000,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA",34.2005,-85.2564167,03150105,dv,00060,00003,1896-10-01,2020-06-21,32984,13,4040,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02397500,"CEDAR CREEK NEAR CEDARTOWN, GA",34.06019444,-85.3135556,03150105,dv,00060,00003,1942-10-01,2020-06-21,16963,13,115,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02398000,"CHATTOOGA RIVER AT SUMMERVILLE, GA",34.46638889,-85.3361111,03150105,dv,00060,00003,1937-03-11,2020-06-21,30419,13,192,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,02413000,"LITTLE TALLAPOOSA RIVER AT US 27, AT CARROLLTON,GA",33.59680556,-85.0794167,03150108,dv,00060,00003,1937-04-01,2020-06-21,11260,13,95.1,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
USGS,01410000,Oswego River at Harrisville NJ,39.66394444,-74.5234444,02040301,dv,00060,00003,1930-10-01,2020-06-21,32772,34,72.5,12100,"Atlantic City-Hammonton, NJ"
USGS,01410500,Absecon Creek at Absecon NJ,39.43027778,-74.5205556,02040302,dv,00060,00003,1946-05-25,2020-06-21,18592,34,17.9,12100,"Atlantic City-Hammonton, NJ"
USGS,01411000,Great Egg Harbor River at Folsom NJ,39.5947222,-74.8516667,02040302,dv,00060,00003,1925-09-08,2020-06-21,34621,34,57.1,12100,"Atlantic City-Hammonton, NJ"
